Reference	LeftContext	Pivot	RightContext
HUM_cat-hotel_pol-NEG_tokenise, 1643	酒店 餐厅 老板 ， 为什么 他们 服务态度 那么	差	， 怎么 象 国营 的 一样 ， 小 老板 说 “ 本来
HUM_cat-hotel_pol-NEG_tokenise, 1650	吴宫 了 ， 神清气爽 ： ） 服务 超级	差	酒店 性价比 不高 ， 只是 离 办事 地方 近 ， 没有 别的
HUM_cat-hotel_pol-NEG_tokenise, 1672	睡觉 。 没有 服务 可言 。 房间 环境	差	服务 人员 的 态度 较差 。 根本 不是 人住 的 地方.
HUM_cat-hotel_pol-NEG_tokenise, 1678	但是 酒店 硬件 真的 太老 了 非常 非常	差	， 凌晨 入住 酒店 办手续 竟然 等 了 接近 一个 小时 。
HUM_cat-hotel_pol-NEG_tokenise, 1684	没有 位置 了. 机场 近太吵 ， 隔音	差	， 早餐 少 又 贵 ， 房间 插座 太 少 。 星级
HUM_cat-hotel_pol-NEG_tokenise, 1688	冷却塔, 厨房 烟道. 比较 嘈 差差	差	一无是处 ， 除了 接送 大巴 很 准时 位置 还好 ， 但是 服务
HUM_cat-hotel_pol-NEG_tokenise, 1689	大巴 很 准时 位置 还好 ， 但是 服务	差	， 条件 最差 ， 阴暗 潮湿 ， 电视 还坏 了 ， 什么
HUM_cat-hotel_pol-NEG_tokenise, 1697	还是 可以 的 房间 很大 味道 ， 服务	差	， 态度 差 ， 房单 设施 差 ~ ~ 永远 不会 再
HUM_cat-hotel_pol-NEG_tokenise, 1697	房间 很大 味道 ， 服务 差 ， 态度	差	， 房单 设施 差 ~ ~ 永远 不会 再 去 了 。
HUM_cat-hotel_pol-NEG_tokenise, 1697	服务 差 ， 态度 差 ， 房单 设施	差	~ ~ 永远 不会 再 去 了 。 差 就 一个 字
HUM_cat-hotel_pol-NEG_tokenise, 1697	~ ~ 永远 不会 再 去 了 。	差	就 一个 字 酒店 位置 虽然 在 浦东 机场 附近 ， 如果
HUM_cat-hotel_pol-NEG_tokenise, 1700	标房 ； 2. 该 酒店 条件 太	差	， 根本 不 符合 三星级 标准 ， 不 建议 入住 没有 车
HUM_cat-hotel_pol-NEG_tokenise, 1702	不 到位 ， 浴缸 也 有 问题 。	差	， 太 差 ， 极其 的 差 ， 虽能 说明 这 将
HUM_cat-hotel_pol-NEG_tokenise, 1702	浴缸 也 有 问题 。 差 ， 太	差	， 极其 的 差 ， 虽能 说明 这 将 酒店 的 情况
HUM_cat-hotel_pol-NEG_tokenise, 1702	。 差 ， 太 差 ， 极其 的	差	， 虽能 说明 这 将 酒店 的 情况 。 服务 差 、
HUM_cat-hotel_pol-NEG_tokenise, 1702	说明 这 将 酒店 的 情况 。 服务	差	、 房间 差 、 设备 差 ， 水质 和 周围环境 更差 。
HUM_cat-hotel_pol-NEG_tokenise, 1702	酒店 的 情况 。 服务 差 、 房间	差	、 设备 差 ， 水质 和 周围环境 更差 。 差 的 令人发指
HUM_cat-hotel_pol-NEG_tokenise, 1702	。 服务 差 、 房间 差 、 设备	差	， 水质 和 周围环境 更差 。 差 的 令人发指 。 订 的
HUM_cat-hotel_pol-NEG_tokenise, 1702	设备 差 ， 水质 和 周围环境 更差 。	差	的 令人发指 。 订 的 特价 房 ， 一般般 ， 隔音 很差
HUM_cat-hotel_pol-NEG_tokenise, 1714	了 两晚 ， 房费 中含 的 早餐 更是	差	， 总共 品种 大约 只有 六七个 ， 粥 里 找 不到 几粒
HUM_cat-hotel_pol-NEG_tokenise, 1723	位置 好离 机场 近 这个 酒店 实在 太	差	， 房间 设施 和 二星级 的 差不多 。 淋浴间 真是 有些 脏
HUM_cat-hotel_pol-NEG_tokenise, 1728	大家 都 别住 这么 脏 ！ 破 ！	差	的 酒店 了 ， 别信 什么 四星级 酒店 ， 住 的 都
HUM_cat-hotel_pol-NEG_tokenise, 1728	的 都 快 恶心 坏 了 ， 卫生	差	， 被子 破 ， 服务 差 ， 隔音 差 ， 地毯 有虫
HUM_cat-hotel_pol-NEG_tokenise, 1728	， 卫生 差 ， 被子 破 ， 服务	差	， 隔音 差 ， 地毯 有虫 ， 一股 腐烂 味道 。 差评
HUM_cat-hotel_pol-NEG_tokenise, 1728	， 被子 破 ， 服务 差 ， 隔音	差	， 地毯 有虫 ， 一股 腐烂 味道 。 差评 ！ ！ ！
HUM_cat-hotel_pol-NEG_tokenise, 1741	发誓 以后 绝对 不住 这个 宾馆 ， 隔音	差	的 简直 没 天理 ， 大 早上 不 知道 是 哪个 房间
HUM_cat-hotel_pol-NEG_tokenise, 1753	服务员 服务质量 有待 提高 ， 早餐 质量 有点	差	， 配不上 这个 价格 。 9 月 9 日 入住, 从
HUM_cat-hotel_pol-NEG_tokenise, 1759	没想到, 这次 房间 (九楼) 非常	差	, 应该 是 老 装修 了, 还 不如 对面 的 三星
HUM_cat-hotel_pol-NEG_tokenise, 1760	缺点 是 卫生间 太小 ； 后来 就 越来越	差	， 12 月 这次 尤为 不爽 ： 晚上 睡觉 ， 隔壁 房间
HUM_cat-hotel_pol-NEG_tokenise, 1762	连锁 酒店 都 不如 酒店 的 服务态度 非常	差	， 出差 不 推荐 住 这个 酒店 ， 前台 的 服务态度 极其
HUM_cat-hotel_pol-NEG_tokenise, 1768	住 这家 店 了 。 首先 房间 隔音	差	了 要命 ， 隔壁 的 一举一动 清清楚楚 ， 半夜 居然 还关 了
HUM_cat-hotel_pol-NEG_tokenise, 1773	这个 店 在 松云街 ， 奇怪的是 。 就	差	一个 路口 ， 还有 一个 连锁店 。 走 两步 就 能 到
HUM_cat-hotel_pol-NEG_tokenise, 1774	早上 起来 用 早餐 ， 9 点 还	差	两分钟 进入 时 ， 已经 收拾 得 一滴 汤 也 不 剩
HUM_cat-hotel_pol-NEG_tokenise, 1774	的 错 ， 但是 管理 真的 也 很	差	， 我们 两间 房间 半夜 和 凌晨 被 莫名其妙 的 敲 了
HUM_cat-hotel_pol-NEG_tokenise, 1780	着 行李 步行 近二 公里 到达, 服务态度	差	, 房间 过道 既 潮湿 又 充满 霉味, 晚上 头顶 有
HUM_cat-hotel_pol-NEG_tokenise, 1789	一进 房 就 看到 蟑螂. 设施 也	差	, 电视 不 知道 是 什么 时候 的? 按 床头 那些
HUM_cat-hotel_pol-NEG_tokenise, 1793	南楼 ， 虽然 已知 比 主楼 的 房间	差	， 却 没想到 是 那个 样子 ， 哪里 是 四星 的 。
HUM_cat-hotel_pol-NEG_tokenise, 1807	让 我 对 这个 酒店 的 印象 太	差	， 作为 酒店 ， 有 义务 为 住客 提供 安全 和 舒适
HUM_cat-hotel_pol-POS_tokenise, 17	9 日 ： 这家 酒店 的 服务 越来越	差	, 酒店设施 也 旧 了, 大 不如 从前. 以后 不住
HUM_cat-hotel_pol-POS_tokenise, 33	意外 惊喜 的 upgrade! 就是 隔音 比较	差	， 房间 外人 说话 一清二楚 。 其他 都 可以 ， 在 赣州
HUM_cat-hotel_pol-POS_tokenise, 39	。 早餐 一般 啦 。 隔音 效果 比较	差	， 下面 是 商业街 ， 不 太安静 。 总台 的 服务生 挺
HUM_cat-hotel_pol-POS_tokenise, 52	还 没 退房 ， 给 了 个 比较	差	的 房 。 房间 的 味道 也 极 难闻 。 可能 是
HUM_cat-hotel_pol-POS_tokenise, 61	不错 ， 没有 网络 上 评论 的 那么	差	， 开始 看到 网络 上 的 评论 还 担心 这家 饭店 不好
HUM_cat-hotel_pol-POS_tokenise, 62	整体 还 不错 ， 就是 地段 指引 比较	差	， 找 一些 酒店 内 的 设施 问 好几个 人才 找到 。
HUM_cat-hotel_pol-POS_tokenise, 65	一份 到 房间 来 。 2 、 再说	差	的 。 酒店 的 空调 不够 冷 ， 半夜 把 我 都
HUM_cat-hotel_pol-POS_tokenise, 156	出来 就是 市中心, 就是 房间 的 隔音	差	了 点, 隔壁 的 电视 声音 也 听得见, 还有 浴室
HUM_cat-hotel_pol-POS_tokenise, 161	满 安静 的 早餐 很差 不是 一般 的	差	除了 早餐 外 其他 都 满 满意 的 。 还 不错 啦
HUM_cat-hotel_pol-POS_tokenise, 164	, 对得起 这个 价格. 就是 隔间 太	差	, 晚上 旁边 房间 看电视 声音 听得 很 清楚. 其它 什么
HUM_cat-hotel_pol-POS_tokenise, 187	床 特别 舒服 2. 酒店 周边环境 比较	差	3. 价格 有 竞争力 虽然 酒店 的 设施 慢慢 有点 旧
HUM_cat-hotel_pol-POS_tokenise, 200	房间 ， 感觉 还 不错 ， 就是 早餐	差	了 一点 。 挺不错 的 酒店 ， 每次 去 盐城 都 住
HUM_cat-hotel_pol-POS_tokenise, 230	年 8 月 27 日 ： 还有 比较	差	的 是 门童 的 服务 与其 档次 相比 不可同日而语 ， 没有 眼色
HUM_cat-hotel_pol-POS_tokenise, 312	浴室 越来越 脏 猪肉 涨价 ？ 早餐 越来越	差	结账 的 时侯 在 前台 等 查房 期间 ， 听到 其它 同志
HUM_cat-hotel_pol-POS_tokenise, 333	了 服务 很 好, 房间 质量 太	差	, 差点 被 蚊子 给 吃 了.. 唉..
HUM_cat-hotel_pol-POS_tokenise, 430	点 ， 个别 房间 窗户 小 ， 隔音	差	， 其他 很 好 ， 毕竟 是 老牌 三星级 吗 ！ 我
HUM_cat-hotel_pol-POS_tokenise, 471	不错 的 。 海景 不错 ， 就是 电视	差	了 点 ， 最起码 也 应该 弄个 液晶 嘛 ； 价格 没
HUM_cat-hotel_pol-POS_tokenise, 498	总体 服务 不错, 就是 房间 隔音 太	差	, 走廊 里 的 声音 就 像是 在 房间 里 一样,
HUM_cat-hotel_pol-POS_tokenise, 515	安静 交通 方便 缺点 就是 ： 早餐 太	差	非常 差 比 最差 的 招待所 都 差 千万 不要 在 酒店
HUM_cat-hotel_pol-POS_tokenise, 515	方便 缺点 就是 ： 早餐 太 差 非常	差	比 最差 的 招待所 都 差 千万 不要 在 酒店 吃 早上
HUM_cat-hotel_pol-POS_tokenise, 515	差 非常 差 比 最差 的 招待所 都	差	千万 不要 在 酒店 吃 早上 出门 向左转 200 米 有 个
HUM_cat-hotel_pol-POS_tokenise, 521	还 可以 就是 洗手间 比 别的 锦江 要	差	酒店 的 环境 服务 能 满足 四星级 标准 ， 房间 虽然 比较
HUM_cat-hotel_pol-POS_tokenise, 541	. 5, 卫生间 隔音 不是 一般 的	差	. 第一次 和 老板 一起 出差 ， 听 熟人 推荐 订 在
HUM_cat-hotel_pol-POS_tokenise, 609	， 地理位置 也 很 方便 。 电视机 稍微	差	了 一点 。 酒店 很 干净 ， 窗外 见山 ， 山味 很
HUM_cat-hotel_pol-POS_tokenise, 617	正门 建筑 ） ， 旅游 环境 实在 太	差	。 在 庐山 这样 的 名胜 旅游区 ， 这样 的 酒店 已经
HUM_cat-hotel_pol-POS_tokenise, 621	一个 木门 连接 ） ， 隔音 效果 非常	差	。 2. 房间内 有 霉味 。 其他 ： 我 预定 的
HUM_cat-hotel_pol-POS_tokenise, 621	而成 ， 结果 入住 后 发现 隔音 非常	差	， 隔壁 的 男士 在 和 一 女士 通电话 ， 在 我
HUM_cat-hotel_pol-POS_tokenise, 629	10 元 钱 的 那个) 空气 太	差	, 候车室 厕所 没 人 维护. 劝 大家 不要 上当受骗.
HUM_cat-hotel_pol-POS_tokenise, 680	房间 不错 ， 卫生间 没有 点评 的 那么	差	， 很 干净 ， 就是 稍 小 了 一些 。 服务 很
HUM_cat-hotel_pol-POS_tokenise, 709	很 超值. 就是 卫生间 的 排水 好像	差	了 一点, 但是 很多 酒店 都 这样 的. 门卡 无故
HUM_cat-hotel_pol-POS_tokenise, 742	算是 还 可以 了 。 早餐 实在 太	差	， 去 了 3 次 ， 每次 1 周 。 。 。
HUM_cat-hotel_pol-POS_tokenise, 755	了, 泡澡 很 舒服, 早餐 太	差	住 了 几次 了 ， 价格 倒 还 可以 接受 ， 不过
HUM_cat-hotel_pol-POS_tokenise, 774	月 8 日 ： 上网 速度 就 比较	差	， 不过 免费 的 ， 就 没太多 要求 。 酒店 虽然 有点
HUM_cat-hotel_pol-POS_tokenise, 800	。 主楼 房间 不错 ， 副 楼 就	差	了 很多 ， 早餐 很 好 ， 推荐 入住 房间 还 不错
HUM_cat-hotel_pol-POS_tokenise, 808	只有 15 元 。 房间内 拖鞋 质量 太	差	。 餐厅 提供 的 菜肴 味道 不错 。 我 买 的 是
HUM_cat-hotel_pol-POS_tokenise, 815	房间 的 门. 这种 房间 隔音 效果	差	. 一般 隔壁 看电视, 干什么 事情 的 声音 都 能 听见
HUM_cat-hotel_pol-POS_tokenise, 873	没想到 普通 房 的 设备 比 预想 要	差	， 比如 书桌 和 电视 不 相对 ， 淋浴 要 和 浴缸
HUM_cat-hotel_pol-POS_tokenise, 898	上网 。 不过 楼下 的 茶餐厅 的 服务	差	了 点 ， 见到 外地人 就 不让 点 花茶 （ 2 元
HUM_cat-hotel_pol-POS_tokenise, 965	的 态度 也 是 可以 。 只是 早餐	差	了 些 。 过 两年 等 小朋友 长大 些 ， 还会 再
HUM_cat-hotel_pol-POS_tokenise, 1022	, 地理位置 不错, 可惜 酒店 服务 有些	差	, 第一天 晚上 可能 入住 的 客人 不 多, 空调 根本
HUM_cat-hotel_pol-POS_tokenise, 1029	； 床单 家具 倒 也 干净 ； 感觉	差	的 是 洗澡水 好 小 啊 ， 总 觉得 洗 不 干净
HUM_cat-hotel_pol-POS_tokenise, 1037	城市 的 酒店 都 比较 弱 ， 比较	差	。 但 住 在 这家 酒店 不 觉得 ， 还 真让人 耳目一新
HUM_cat-hotel_pol-POS_tokenise, 1045	再也不会 住 了 ！ ！ 隔音 效果 太	差	， 还 不幸 地 让 我 听到 了 隔壁 小两口 的 闺房
HUM_cat-hotel_pol-POS_tokenise, 1105	缘故 先定 的 普通 标间 ， 感觉 比较	差	， 连 三星 都 不如 ， 就 换 到 豪华 标间 ，
HUM_cat-hotel_pol-POS_tokenise, 1110	处 ： 1 、 卫生纸 的 质量 比较	差	。 2 、 饭店 里 最好 可以 提供 （ 自助 ） 洗衣
HUM_cat-hotel_pol-POS_tokenise, 1119	的 食物 自己 烹调 。 不过 服务 要	差	一些 ， 我们 住 了 两天 居然 没有 人来 打扫 房间 ，
HUM_cat-hotel_pol-POS_tokenise, 1119	来说 态度 还是 不错 的 。 早餐 比较	差	， 除了 包子 就是 花卷 ， 两天 都 是 这样 ， 一碗
HUM_cat-hotel_pol-POS_tokenise, 1121	前面 的 朋友 说 过 的 隔音 效果	差	， 确实 有点 。 细察 发现 是 门 后 的 墙 ，
HUM_cat-hotel_pol-POS_tokenise, 1122	就是 早餐 实在 不敢恭维 ， 大堂 环境 比较	差	。 整体 来说 不错 ， 属于 比较 好 的 三星级 酒店 。
HUM_cat-hotel_pol-POS_tokenise, 1181	有 异味 ， 尤其 脱离 希尔顿 后 感觉	差	很多 。 总体 来说, 感觉 尚可. 订 的 是 大床
HUM_cat-hotel_pol-POS_tokenise, 1188	特别 是 没有 一般 经济型 酒店 的 隔音	差	的 问题 。 位置 属于 市中心 ， 去 各个 地方 都 不远
HUM_cat-hotel_pol-POS_tokenise, 1317	和 服务 也 没有 想象 中 的 那么	差	， 还是 值得 推荐 的 。 地段 不错, 房间 虽小 但
HUM_cat-hotel_pol-POS_tokenise, 1325	印象 非常 好 ， 只是 卫生间 隔音 太	差	， 楼上 洗澡 发出 的 哗哗 的 水声 恍若 就 在 眼前
HUM_cat-hotel_pol-POS_tokenise, 1371	可以 ， 唯一 的 问题 是 隔音 太	差	， 隔壁 房间 的 动静 都 听 得 清楚 服务 非常 好
HUM_cat-hotel_pol-POS_tokenise, 1379	钱 的 早餐 ， 决不 比 四星级 酒店	差	， 因在 开发区 ， 交通 不太 方便 ， 周边 也 没有 什么
HUM_cat-hotel_pol-POS_tokenise, 1399	就是 作为 4 星级 酒店 来说 服务态度 稍微	差	了 一点 。 酒店 的 地理位置 很 优越 ， 客房 是 经过
HUM_cat-hotel_pol-POS_tokenise, 1407	附属 设施 一般 。 周围 的 环境 比较	差	， 不过 还算 有 几个 小吃店 能 对付 一顿 简餐 。 酒店设施
HUM_cat-hotel_pol-POS_tokenise, 1452	比较 新 比较 干净 ， 就是 隔音 比较	差	， 经常 很 吵 ， 酒店 出门 就 有 地铁 和 公交线
HUM_cat-hotel_pol-POS_tokenise, 1470	预定 的 原因, 房间 的 位置 非常	差	. 整体 环境 比较 不错, 离 景点 也 很 近,
HUM_cat-hotel_pol-POS_tokenise, 1494	很大 ， 卫生间 很 好 。 就是 早餐	差	了 一点 。 为什么 菜 不再 多一点 呢 ？ 早餐 很 重要
HUM_cat-hotel_pol-POS_tokenise, 1503	。 。 强烈推荐 。 。 。 就是 早餐	差	了 点 ， 要是 能 有 温州 酒店 的 早餐 就 好
HUM_cat-hotel_pol-POS_tokenise, 1520	， 没有 很 好 ， 但 也 谈不上	差	。 我 是因为 那里 离开 目的地 近 所以 选 的 酒店 虽然
HUM_cat-hotel_pol-POS_tokenise, 1530	同去 旅伴 抱怨 房内 有 霉味 虽然 周围环境	差	了 一些 ， 但是 酒店 大堂 气派 ， 房间 宽敞 ， 设备
HUM_cat-hotel_pol-POS_tokenise, 1610	的 地方 就是 我们 搞 不 明白 这么	差	的 兴安县 城 怎么 会 有 那么 好 的 酒店 ， 呵呵
HUM_cat-hotel_pol-POS_tokenise, 1651	交通 还 可以 ， 就是 门口 的 服务生	差	了 一点 ， 由于 我们 的 车 停 在 靠 外 一点
HUM_cat-hotel_pol-POS_tokenise, 1677	人 的 喜爱 ． 六楼 的 中餐 就	差	了 点 ， 海鲜 不 多 ， 且 价格 还是 高 了
HUM_cat-hotel_pol-POS_tokenise, 1687	明珠 同属 一个 老板 。 但 感觉 真的	差	很多 。 整体 环境 还 可以 ， 离 亚龙湾 比较 近 。
HUM_cat-hotel_pol-POS_tokenise, 1754	早餐 让 我们 太 失望 了 ， 越来越	差	啊 ， 九点 去 的 时候 吃 的 东西 都 没有 什么
deepseek_NEG_tokenise, 646	。 前台 说 我 预订 姓名 和 身份证	差	一个 字 ， 僵持 许久 是 他们 录入 错 。 电视 机顶盒
deepseek_NEG_tokenise, 685	客人 啊 ， 我 要是 知道 网络 这么	差	就 换个 地方 住 了 ， 耽误 不少 事 。 浴室 那个
deepseek_NEG_tokenise, 712	终于 能 说话 了 对方 态度 还 很	差	， 仿佛 我 打电话 是 打扰 了 她 的 工作 ， 可是
deepseek_NEG_tokenise, 739	的 时候 还 湿 ， 浴室 通风 太	差	完全 不干 ， 最后 穿着 湿 衬衫 去 的 会议 。 游泳池
deepseek_NEG_tokenise, 829	几次 ， 崩溃 。 前台 大叔 态度 特别	差	， 我 说 要 个 安静 的 房间 他 哼 了 一声
deepseek_NEG_tokenise, 915	非说 标配 是 三条 面巾 ， 我 就	差	把 行李箱 翻个 底朝天 证明 了 ， 最后 自己 跑 去 房间
deepseek_NEG_tokenise, 1151	号 全靠 摸索 门牌 数字 ， 老年人 视力	差	可能 直接 走 错 。 突发 火 警铃 凌晨 响起 ， 所有人
deepseek_NEG_tokenise, 1401	自己 流量 ， 但 房间 里 信号 也	差	， 刷 微博 都 得 走 到 窗边 去 ， 住个 酒店
deepseek_NEG_tokenise, 1528	站不住脚 。 房间 条件 也 一般 ， 隔音	差	， 走廊 声音 一清二楚 ， 总之 这趟 住 得 非常 不 愉快
deepseek_NEG_tokenise, 1547	在 窥视 。 整体 体验 和 期望 之间	差	了 一个 湖 的 距离 。 电梯 要 等 好久 ， 两台
deepseek_NEG_tokenise, 1559	。 前台 服务 就 那样 吧 ， 说不上	差	但 绝对 不算 好 ， 问 啥 都 是 “ 哦 ”
deepseek_NEG_tokenise, 1569	稳定 ， 好 起来 感觉 还 行 ，	差	起来 让 你 怀疑 人生 。 我 入住 那天 碰到 的 是
deepseek_NEG_tokenise, 1573	没 睡着 ” 的 默契 。 刷 到	差	评说 这 酒店 前台 态度 不好 ， 我 心想 能 有 多
deepseek_POS_tokenise, 860	客房 送餐 ， 味道 居然 不比 外面 馆子	差	。 总的来说 ， 这是 一家 让 人 放心 、 省心 的 酒店
deepseek_POS_tokenise, 864	心里 是 犯嘀咕 的 ， 怕 条件 太	差	。 结果 一到 店 就 打消 了 顾虑 。 前台 虽然 不
deepseek_POS_tokenise, 1082	是 旧楼 改 的 ， 隔音 自然 就	差	了 点 ， 楼道 有人 说话 听得 一清二楚 ， 还好 我 这
deepseek_POS_tokenise, 1129	书 。 洗澡水 好大 ， 一点 不比 酒店	差	。 周围 没 啥 商店 ， 晚上 很 安静 。 走 的
deepseek_POS_tokenise, 1545	最好 的 诠释 推荐 给 所有 睡眠 质量	差	的 人 ， 这里 治愈 了 我 今日 份 小 确幸 来自
deepseek_POS_tokenise, 1681	和 扶手 ， 卫生间 门口 也 没有 高低	差	， 轮椅 可以 直接 推进 去 。 我爸 怕热 我妈 怕冷 ，
deepseek_POS_tokenise, 1786	家长 直接 破防 。 我 是 看 了	差	评说 隔音 不好 抱 着 踩 雷 心态 来 的 ， 结果
