Reference	LeftContext	Pivot	RightContext
HUM_cat-hotel_pol-POS_tokenise, 1003	感谢您 给予 酒店 这么 高 的 评价 ，	酒店	会 以此 激励 每位 员工 做 的 更好 ， 您 的 评价
HUM_cat-hotel_pol-POS_tokenise, 1006	新 很 干净, 交通 也 算 方便	酒店	离 兰桂坊 和 soho 美食 区 比较 近 。 酒店 门口 有
HUM_cat-hotel_pol-POS_tokenise, 1006	兰桂坊 和 soho 美食 区 比较 近 。	酒店	门口 有 直达 巴士 到 铜锣湾 。 在 半山 高尚 地段 算是
HUM_cat-hotel_pol-POS_tokenise, 1006	在 半山 高尚 地段 算是 性价比 不错 的	酒店	了 。 环境 ， 服务 都 不错 ， 但 设施 确实 有点
HUM_cat-hotel_pol-POS_tokenise, 1007	奥运会 火炬 传递 工作组 的 包下来 了 ，	酒店	把 我们 免费 升级 到 贵宾楼 ， 那边 真的 很 不错 。
HUM_cat-hotel_pol-POS_tokenise, 1008	女士 楼层 ， 住 过 这么 多 的	酒店	， 第一次 听说 有 专门 的 女士 楼层 ， 觉得 挺 有
HUM_cat-hotel_pol-POS_tokenise, 1010	一般 ， 入住 时 感觉 房间 很潮 ，	酒店	内 吃饭 的 地方 太 少 。 位置 非常 好 ， 就
HUM_cat-hotel_pol-POS_tokenise, 1011	手续 均 办 了 半个 小时 以上 。	酒店	房间 还 比较 干净 ， 没有 中央空调 ， 手动 空调 ， 呵呵
HUM_cat-hotel_pol-POS_tokenise, 1011	中央空调 ， 手动 空调 ， 呵呵 。 该	酒店	胜 在 环境 和 位置 。 非常感谢 携程 的 服务 。 因为
HUM_cat-hotel_pol-POS_tokenise, 1012	位置 。 非常感谢 携程 的 服务 。 因为	酒店	与 携程 之间 的 优惠活动 ， 才 有 这样 440 元 可以
HUM_cat-hotel_pol-POS_tokenise, 1012	这样 的 非常 实惠 的 价格 。 而且	酒店	的 服务 也 很 到位 。 将近 半个 月 的 入住 ，
HUM_cat-hotel_pol-POS_tokenise, 1012	印象 。 虽然 以前 也 住 过 该	酒店	， 但 住 的 是 不同 的 房型 ， 这次 的 评语
HUM_cat-hotel_pol-POS_tokenise, 1013	适用 于 17 楼 的 豪华 房间 。	酒店	离 千岛湖 景区 码头 稍微 远 了 点 ， 不过 上杭 千
HUM_cat-hotel_pol-POS_tokenise, 1014	的 时候 已近 24 ： 00 ， 没想到	酒店	还是 保留 了 高层 无烟 房给 我 ， 对于 这 一点 ，
HUM_cat-hotel_pol-POS_tokenise, 1014	这 一点 ， 我 很 满意 也 对	酒店	的 专业 表示 致敬 ， 毕竟 以前 我 遇到 过 很多 所谓
HUM_cat-hotel_pol-POS_tokenise, 1014	； 和 我 住 的 另一家 帝豪 奥运	酒店	比 起来 ， 觉得 房间 稍差 了 些 ； 不过 早上 有
HUM_cat-hotel_pol-POS_tokenise, 1017	供选择 ， 要 不 就 只好 直接 找	酒店	区订 了 。 另外 携程 在 自由 行 攻略 方面 写 的
HUM_cat-hotel_pol-POS_tokenise, 1022	： 感觉 总体 上 不如 鸳飞 大酒店.	酒店	位于 昆明 中心区, 地理位置 不错, 可惜 酒店 服务 有些 差
HUM_cat-hotel_pol-POS_tokenise, 1022	位于 昆明 中心区, 地理位置 不错, 可惜	酒店	服务 有些 差, 第一天 晚上 可能 入住 的 客人 不 多
HUM_cat-hotel_pol-POS_tokenise, 1022	晚上 就 有 了 空调, 不得不 说	酒店	经济 帐作 的 好. 房间 的 床 太 硬, 睡
HUM_cat-hotel_pol-POS_tokenise, 1022	床 太 硬, 睡 的 不好.	酒店	的 早餐 就 如 其他人 评价 一样, 想法 的 难吃.
HUM_cat-hotel_pol-POS_tokenise, 1023	改 9 点 了 。 这个 大 的	酒店	， 关门 时间 说 改 就 改 ， 挺难 接受 的 。
HUM_cat-hotel_pol-POS_tokenise, 1024	还是 不错 的 ， 下次 还会 住 。	酒店	房间 到 是 不错 ， 就是 位置 稍远 了 些 ， 但是
HUM_cat-hotel_pol-POS_tokenise, 1024	， 就是 位置 稍远 了 些 ， 但是	酒店	有 免费 的 班车 可以 直接 把 客人 送到 地铁站 方便 客人
HUM_cat-hotel_pol-POS_tokenise, 1024	出行 ， 不过 要 提醒 大家 要 看	酒店	班车 的 排班 时间 。 01 年间 的 酒店 现在 设施 还
HUM_cat-hotel_pol-POS_tokenise, 1025	班车 的 排班 时间 。 01 年间 的	酒店	现在 设施 还 很 新 啊 。 位置 不错 ， 离 广场
HUM_cat-hotel_pol-POS_tokenise, 1026	以上 。 在 衢州 能住 到 这样 的	酒店	算是 很 不错 了 ， 房间 液晶电视 ， 窗口 看 出去 是
HUM_cat-hotel_pol-POS_tokenise, 1027	比较 紧 ， 只订 到 了 贵宾房 。	酒店	位置 还 算 可以 。 离 火车站 和 夷陵 广场 不算 远
HUM_cat-hotel_pol-POS_tokenise, 1027	医院 下车 就 到 了 。 能 看出	酒店	比较 老 了 （ 89 年 开业 ） ， 卫生间 的 地面
HUM_cat-hotel_pol-POS_tokenise, 1027	时候 前台 有群 客人 在 询问 房间 ，	酒店	已经 没有 房 了 ， 幸亏 是 提前 通过 携程 订好 了
HUM_cat-hotel_pol-POS_tokenise, 1028	水平 的 ， 280 元 不算 亏 。	酒店	硬件 、 服务 均 不错 ， 总体 挺 满意 。 不足 处
HUM_cat-hotel_pol-POS_tokenise, 1029	2. 环境 ： 和 普通 的 三星	酒店	差不多 ， 因为 开业 时间 太久 了 ， 所以 感觉 比较 旧
HUM_cat-hotel_pol-POS_tokenise, 1029	到 （ 起步 费 5 元 ） 。	酒店	附近 有 很多 路 公交车 ， 可 到 墟沟 （ 去 连岛
HUM_cat-hotel_pol-POS_tokenise, 1029	去 旅游 的话 ， 还是 到 墟沟 找	酒店	住 比较 方便 ， 因为 景点 离 那里 近 ， 而且 那里
HUM_cat-hotel_pol-POS_tokenise, 1030	， 有 很多 餐馆 。 还 不错 的	酒店	， 虽然 有些 旧 ， 日方 也 撤资 了 。 可能 南京
HUM_cat-hotel_pol-POS_tokenise, 1030	也 不 大 的 原因 吧 ， 从	酒店	去 新街口 等 地方 都 不远 。 服务 也 很 好 。
HUM_cat-hotel_pol-POS_tokenise, 1033	间 套房 ！ ！ 他们 美死 了 ，	酒店	硬件 设施 超赞 的 ， 我 以后 也 要 去 体验 体验
HUM_cat-hotel_pol-POS_tokenise, 1034	体验 体验 ！ 本人 是 比较 喜欢 这家	酒店	的, 已 是 第二次 入住. 洲际 位置 很 好,
HUM_cat-hotel_pol-POS_tokenise, 1034	海, 星光 大道 旁边. 房间 和	酒店	的 大堂 面海 都 是 落地 大 玻璃窗, 窗外 美景 尽收眼底
HUM_cat-hotel_pol-POS_tokenise, 1037	丽江 某 旅行社 订房 在 香格里拉 大道 某	酒店	， 到达 酒店 后 ， 对 酒店 不 甚 满意 。 出租车
HUM_cat-hotel_pol-POS_tokenise, 1037	订房 在 香格里拉 大道 某 酒店 ， 到达	酒店	后 ， 对 酒店 不 甚 满意 。 出租车 司机 向 我
HUM_cat-hotel_pol-POS_tokenise, 1037	某 酒店 ， 到达 酒店 后 ， 对	酒店	不 甚 满意 。 出租车 司机 向 我 推荐 了 古城 里
HUM_cat-hotel_pol-POS_tokenise, 1037	我 推荐 了 古城 里 的 “ 丽王	酒店	” 、 “ 王府 饭店 ” 、 “ 和 玺 酒店 ”
HUM_cat-hotel_pol-POS_tokenise, 1037	“ 王府 饭店 ” 、 “ 和 玺	酒店	” 。 对比 三家 酒店 ， 和 玺 酒店 更 具有 古朴
HUM_cat-hotel_pol-POS_tokenise, 1037	“ 和 玺 酒店 ” 。 对比 三家	酒店	， 和 玺 酒店 更 具有 古朴 特色 ， 一个个 院落 组成
HUM_cat-hotel_pol-POS_tokenise, 1037	” 。 对比 三家 酒店 ， 和 玺	酒店	更 具有 古朴 特色 ， 一个个 院落 组成 ， 鸟语花香 ， 令人
HUM_cat-hotel_pol-POS_tokenise, 1037	， 鸟语花香 ， 令人 陶醉 。 其它 两个	酒店	都 是 大院 。 房间 相对 较差 。 遗憾 的 是 到
HUM_cat-hotel_pol-POS_tokenise, 1037	第二 清晨 ， 花 香味 + 鸟叫声 +	酒店	播放 的 古筝 音乐 + 丽江 的 碧空 万里无云 。 构成 了
HUM_cat-hotel_pol-POS_tokenise, 1037	。 2 、 来丽 之前 听说 丽江 好多	酒店	同比 其它 城市 的 酒店 都 比较 弱 ， 比较 差 。
HUM_cat-hotel_pol-POS_tokenise, 1037	听说 丽江 好多 酒店 同比 其它 城市 的	酒店	都 比较 弱 ， 比较 差 。 但 住 在 这家 酒店
HUM_cat-hotel_pol-POS_tokenise, 1037	， 比较 差 。 但 住 在 这家	酒店	不 觉得 ， 还 真让人 耳目一新 ， 独特 风格 的 小院 ，
HUM_cat-hotel_pol-POS_tokenise, 1037	的 服务员 ， 很 不错 。 3 、	酒店	很 有 特色 ， 环境 舒适 ， 服务 一流 ， 漫步 在
HUM_cat-hotel_pol-POS_tokenise, 1037	特向 去 丽江 的 朋友 们 推荐 该	酒店	。 4 、 感觉 不错 ， 二层 小楼 ， 很 干净 ，
HUM_cat-hotel_pol-POS_tokenise, 1037	， 比有 的 五星 感觉 都 好 ，	酒店	保安 随处可见 ， 很 有 安全感 。 5 、 酒店 在 古城
HUM_cat-hotel_pol-POS_tokenise, 1037	随处可见 ， 很 有 安全感 。 5 、	酒店	在 古城 里 ， 环境 ， 位置 都 不错 ， 硬件 条件
HUM_cat-hotel_pol-POS_tokenise, 1037	方面 方便 ， 值得 一住 。 6 、	酒店	全是 木质 结构 建筑 ， 很漂亮 ， 干净 清爽 ， 服务 人员
HUM_cat-hotel_pol-POS_tokenise, 1037	8 、 在 订 房时 看到 网上 说	酒店	早餐 很次 ， 用餐 下来 不 觉得 呀 ， 早餐 种类 很全
HUM_cat-hotel_pol-POS_tokenise, 1037	跟本 不 像 网上 所说 ， 不知 还是	酒店	早餐 已 改进 呢 。 房间 挺舒服 的 ， 有 保险箱 、
HUM_cat-hotel_pol-POS_tokenise, 1038	插销 没有 了 ， 最 不好 的 就是	酒店	管理 有 问题 ， 退房 时说 缺 了 毛巾 ， 后来 核实
HUM_cat-hotel_pol-POS_tokenise, 1038	月 17 日 ： 首先 感谢您 对 我们	酒店	提出 的 意见 。 冰箱 有 冷热 两用 功能 ， 打开 热
HUM_cat-hotel_pol-POS_tokenise, 1039	海内外 宾客 的 光临! 很 好 的	酒店	, 广交会 期间 价格 也 合理. 早餐 很 好. 网络
HUM_cat-hotel_pol-POS_tokenise, 1039	被 电讯 控制 上传, 莫名其妙. 和	酒店	反映 情况, 态度 很 好 就是 不 解决问题. 对 商务
HUM_cat-hotel_pol-POS_tokenise, 1040	少 了 ， 居然 没有 煎蛋 。 星级	酒店	里 很少 碰见 。 房间 有 异味 。 打扫 不够 彻底 。
HUM_cat-hotel_pol-POS_tokenise, 1042	想到 在 市区 里会 有 这样 花园式 的	酒店	， 处处 绿萌 盈盈 。 5 号楼 在 最 里面 ， 应该
HUM_cat-hotel_pol-POS_tokenise, 1042	通风 ， 所以 屋内 的 空气 是 一般	酒店	里 难得 的 清新 。 地理位置 离 乐山 在 佛 也 不远
HUM_cat-hotel_pol-POS_tokenise, 1043	， 年轻人 应该 很 喜欢 。 4.	酒店	位置 属于 长沙市 偏南 了 ， 不 属于 市中心 ， 交通路线 不少
HUM_cat-hotel_pol-POS_tokenise, 1044	办法 ， 这 已经 是 当地 最好 的	酒店	了 。 我 从 06 年 开始 几乎 每月 都 有 一次
HUM_cat-hotel_pol-POS_tokenise, 1045	每月 都 有 一次 出差 ， 山西 很多	酒店	都 住 过 了 ， 印象 最深 的 就是 三晋 国际 ，
HUM_cat-hotel_pol-POS_tokenise, 1045	交通 大厦 的 ， 下面 我 对 这些	酒店	做个 最 真实 、 准确 地 点评 ： 三晋 国际 — —
HUM_cat-hotel_pol-POS_tokenise, 1045	是 我 认为 最 让 太原市 骄傲 的	酒店	， 我们 衡量 一个 酒店 的 最 直接 的 就是 你 能够
HUM_cat-hotel_pol-POS_tokenise, 1045	太原市 骄傲 的 酒店 ， 我们 衡量 一个	酒店	的 最 直接 的 就是 你 能够 得到 什么 服务 ， 在
HUM_cat-hotel_pol-POS_tokenise, 1045	你 能够 得到 什么 服务 ， 在 这家	酒店	里 ， 我 感觉 到 了 家 一般 的 照顾 ， 第一次
HUM_cat-hotel_pol-POS_tokenise, 1045	我 ， 其实 这 也 不 完全 是	酒店	的 错 ， 但是 从那以后 ， 我 发现 每个 房间 浴室 都
HUM_cat-hotel_pol-POS_tokenise, 1045	当然 我 也 有 建议 ： 1 、	酒店	的 被子 能否 换厚 一点 的 ， 冬天 冷 啊 ； 2
HUM_cat-hotel_pol-POS_tokenise, 1045	的 电话 打 不 进来 ， 可能 是	酒店	为了 安全 考虑 吧 ， 但 还是 希望 能够 有 外线 拨入
HUM_cat-hotel_pol-POS_tokenise, 1045	五星级 是 谁 给 的 评价 ？ ！	酒店	一般 ， 还 不如 华苑 宾馆 ， 无法 容忍 的 是 ，
HUM_cat-hotel_pol-POS_tokenise, 1045	我 。 交通 大厦 — — 噩梦般 的	酒店	， 我 再也不会 住 了 ！ ！ 隔音 效果 太 差 ，
HUM_cat-hotel_pol-POS_tokenise, 1045	真差 啊 ， 郁闷 ！ 太原 还有 好多	酒店	， 可能 我 不会 一一 住 到 ， 但 还是 希望 所有
HUM_cat-hotel_pol-POS_tokenise, 1045	住 到 ， 但 还是 希望 所有 的	酒店	都 能够 像 三晋 国际 一样 ， 给 山西人 长脸 ！ 总的来说
HUM_cat-hotel_pol-POS_tokenise, 1048	餐厅 的 菜价 挺贵 的 ， 还有 就是	酒店	商场 的 商品 个个 都 是 暴利 ， 我们 这里 一包 中华
HUM_cat-hotel_pol-POS_tokenise, 1049	就 好多 了 。 房间 临街 不吵 。	酒店	的 资助 晚餐 便宜 美味 有 很多 海鲜 ， 物超所值 。 补充
HUM_cat-hotel_pol-POS_tokenise, 1049	2008 年 1 月 2 日 ： 这家	酒店	我 经常 入住 。 在 开发区 范围 内 是 性价比 最好 的
HUM_cat-hotel_pol-POS_tokenise, 1050	性价比 最好 的 了 。 作为 经济型 连锁	酒店	， 我 觉得 锦江 之星 要 比如 家 、 莫泰 等 高出一筹
HUM_cat-hotel_pol-POS_tokenise, 1050	元 的 早餐 算 丰富 的 。 整个	酒店	的 色泽 和 基调 看着 舒服 ， 如家 就 土点 。 前台
HUM_cat-hotel_pol-POS_tokenise, 1052	， 还是 一家 性价比 较 比较 高 的	酒店	了 。 但 如果 没有 车 ， 不 推荐 住 这家 酒店
HUM_cat-hotel_pol-POS_tokenise, 1052	如果 没有 车 ， 不 推荐 住 这家	酒店	。 我们 是 一路 问 过去 的 。 路标 还 算 可以
HUM_cat-hotel_pol-POS_tokenise, 1053	时 ， 房间 还 未 打扫 ， 和	酒店	人员 反应 ， 马上 处理 了 。 房 内 设施 应该 只
HUM_cat-hotel_pol-POS_tokenise, 1053	月 27 日 ： 现在 正值 旺季 ，	酒店	的 入住率 较 高 ， 所以 出现 了 上述情况 ， 我们 对此
HUM_cat-hotel_pol-POS_tokenise, 1053	了 上述情况 ， 我们 对此 表示歉意 。 目前	酒店	已 制订 了 一系列 的 相关 措施 ， 以 保证 旺季 能
HUM_cat-hotel_pol-POS_tokenise, 1053	您 下次 有 机会 能 再次 入住 我们	酒店	。 非常 不错 的 酒店 。 宽带 免费 ， 早餐 还有 武汉
HUM_cat-hotel_pol-POS_tokenise, 1054	再次 入住 我们 酒店 。 非常 不错 的	酒店	。 宽带 免费 ， 早餐 还有 武汉 特产 的 热干面 和 豆皮
HUM_cat-hotel_pol-POS_tokenise, 1055	总体 感觉 不错 ， 位置 闹中取静 ， 走出	酒店	斜对面 就是 “ 桥香圆 ” 米线 ， 房间 设施 可以 ， 服务
HUM_cat-hotel_pol-POS_tokenise, 1056	不是 很 舒服 ， 转身 会响 的 。	酒店	的 地理位置 不错, 出门 就是 公园, 就是 房间 偏小,
HUM_cat-hotel_pol-POS_tokenise, 1058	住 宛平 。 这是 一家 非常 不错 的	酒店	， 物有所值 ， 环境 非常 好 ， 前台 看见 我 是 2
HUM_cat-hotel_pol-POS_tokenise, 1062	服务 比 在 街上 找 出租车 便宜 3	酒店	内部 环境 很 美 4 我 住 的 房间 出门 就 可以
HUM_cat-hotel_pol-POS_tokenise, 1064	公司 来 天津 出差 都 是 入住 这个	酒店	! 价格 在 这个 地段 属于 适中, 附近 有 早餐 店
HUM_cat-hotel_pol-POS_tokenise, 1066	有 几个 问题 想 说 说 ： 一是	酒店	门口 的 服务生 太 冷漠 ， 形同虚设 ， 我 到 酒店 那天
HUM_cat-hotel_pol-POS_tokenise, 1066	服务生 太 冷漠 ， 形同虚设 ， 我 到	酒店	那天 早上 下雨 ， 东西 很多 ， 打车 去 的 时候 他们
HUM_cat-hotel_pol-POS_tokenise, 1066	帮 客人 拿 一下 东西 吧 。 二是	酒店	前台 通知 不 及时 ， 我 那天 入住 的 时候 说 是
HUM_cat-hotel_pol-POS_tokenise, 1066	后来 没有 通知 我 ， 第二天 我 回	酒店	就 发现 门 打不开 了 ， 打电话 问 了 才 告诉 我
HUM_cat-hotel_pol-POS_tokenise, 1066	人性化 ， 希望 能 改进 。 另外 ，	酒店	的 行李 寄存 服务 很 好 ， 环境 也 很 好 ，
HUM_cat-hotel_pol-POS_tokenise, 1070	服务 也 很 周到 很 一般 的 四星级	酒店	. 环境 不错. 房间 实在 不怎么样. 服务 还行. 主要
HUM_cat-hotel_pol-POS_tokenise, 1072	实惠 的 价格 来 吸引 人 的 。	酒店	五一 期间 不 对外 打折 ， 经过 电话 咨询 后 ， 酒店
HUM_cat-hotel_pol-POS_tokenise, 1072	对外 打折 ， 经过 电话 咨询 后 ，	酒店	和 携程 沟通 后 放开 了 空余 房间 ， 我们 顺利 的
HUM_cat-hotel_pol-POS_tokenise, 1072	我们 顺利 的 预定 了 二间 房间 。	酒店	硬件 还 不错 ， 但床 不是 很 舒适 的 那种 。 可能
HUM_cat-hotel_pol-POS_tokenise, 1072	当时 已经 到 太原 了 ， 电话 联系	酒店	大堂 副理 （ 男 的 ） ， 对话 里 对话 先是 推托
HUM_cat-hotel_pol-POS_tokenise, 1074	可以 说 是 东莞 最好 最 方便 的	酒店	。 经常 出差 ， 入住 同一个 酒店 次数 多 了 就 会
HUM_cat-hotel_pol-POS_tokenise, 1074	的 酒店 。 经常 出差 ， 入住 同一个	酒店	次数 多 了 就 会 腻 ， 而 东城 入住 了 十多次
HUM_cat-hotel_pol-POS_tokenise, 1076	就是 Ｃ Ｔ Ｒ Ｉ Ｐ 上 的	酒店	优惠价格 现在 优势 不 大 ， 很多 酒店 前台 也 拿 的
HUM_cat-hotel_pol-POS_tokenise, 1076	酒店 优惠价格 现在 优势 不 大 ， 很多	酒店	前台 也 拿 的 到 ， Ｃ Ｔ Ｒ Ｉ Ｐ 的
HUM_cat-hotel_pol-POS_tokenise, 1079	舒适 的 硬件 设施 和 软件 服务 。	酒店	位置 很 好 ， 是 开发区 的 标志性 建筑 。 前台 服务
HUM_cat-hotel_pol-POS_tokenise, 1081	但是 环境 一般 ~ ~ 相对 价钱,	酒店	真的 不错, 交通 方便 入住 了 大王 阁 。 每个 房间
HUM_cat-hotel_pol-POS_tokenise, 1082	好 ， 鸟语花香 啊 ^ ^ 。 但是	酒店	早上 的 早餐 不是 很 好 ， 每天 的 内容 都 差不多
HUM_cat-hotel_pol-POS_tokenise, 1083	差一点 就要 采取 极端 方式 打开: P	酒店	当时 的 团体 客户 多, 所以 临近 假日, 感觉 散户
HUM_cat-hotel_pol-POS_tokenise, 1083	月 10 日 ： 首先 我们 感谢您 对	酒店	提出 宝贵意见 。 酒店 管理层 非常重视 客人 的 每 一条 意见 和
HUM_cat-hotel_pol-POS_tokenise, 1083	首先 我们 感谢您 对 酒店 提出 宝贵意见 。	酒店	管理层 非常重视 客人 的 每 一条 意见 和 建议 ， 总经理 已
HUM_cat-hotel_pol-POS_tokenise, 1083	有关 部门 进行 整改 。 对 您 在	酒店	逗留 期间 的 不 愉快 ， 我们 深表歉意 ， 再 一次 对
HUM_cat-hotel_pol-POS_tokenise, 1084	设计. 周边 的 超市 很多, 奇怪的是	酒店	内 的 商场 很 晚 开门 却 早早 就 关门 了,
HUM_cat-hotel_pol-POS_tokenise, 1084	早早 就 关门 了, 好象 不是 为	酒店	住客 服务 的. 忘 了 说 ， 那边 的 无线 上网
HUM_cat-hotel_pol-POS_tokenise, 1086	自己 房间 上网 舒服 自 在 青山湖 度假	酒店	的 环境 是 第一流 的 ！ 我 已经 住 了 三次 了
HUM_cat-hotel_pol-POS_tokenise, 1086	地方 。 山水 之美 实在 令人难忘 。 只是	酒店	的 设施 有点 老 了 ， 但 还 算 舒适 ！ 酒店
HUM_cat-hotel_pol-POS_tokenise, 1086	老 了 ， 但 还 算 舒适 ！	酒店	餐厅 的 菜式 也 不错 。 总的来说 ， 环境 一流 、 服务
HUM_cat-hotel_pol-POS_tokenise, 1087	因为 之前 住 过 西安 的 馨乐庭 公寓	酒店	， 二个 地方 对比 下来 ， 就 发觉 相差 不少 ， 很多
HUM_cat-hotel_pol-POS_tokenise, 1087	乔丽晶要 自己 试验 ， 这样 对 客人 和	酒店	都 不 方便 ， 万一 客人 不 小心 弄坏了 ， 大家 都
HUM_cat-hotel_pol-POS_tokenise, 1089	挺 好 的 。 不足 的 是 进入	酒店	就 能 闻到 羊 膻味 ， 带 机顶盒 的 电视 很难 操作
HUM_cat-hotel_pol-POS_tokenise, 1090	很小 很 旧 是 很 老 的 一家	酒店	下次 有 机会 来 大东海 的话 应该 不会 选择 这家 酒店 了
HUM_cat-hotel_pol-POS_tokenise, 1090	机会 来 大东海 的话 应该 不会 选择 这家	酒店	了 这家 酒店 唯一 的 优点 是 交通 方便 虽然 是 老
HUM_cat-hotel_pol-POS_tokenise, 1090	的话 应该 不会 选择 这家 酒店 了 这家	酒店	唯一 的 优点 是 交通 方便 虽然 是 老 酒店 但 卫生
HUM_cat-hotel_pol-POS_tokenise, 1090	的 优点 是 交通 方便 虽然 是 老	酒店	但 卫生 做 的 很 好 补充 点评 2007 年 12 月
HUM_cat-hotel_pol-POS_tokenise, 1091	太小 了 很 不错 的 一家 5 星级	酒店	。 房间 也 很 干净 ， 就是 电视 太小 ， 而且 离床
HUM_cat-hotel_pol-POS_tokenise, 1092	一定 会 再 住 。 相当 好 的	酒店	， 很 意外 在 山西 能 有 这种 水准 的 4 星
HUM_cat-hotel_pol-POS_tokenise, 1092	山西 能 有 这种 水准 的 4 星	酒店	， 基本 完美 ， 没想 出有 什么 不好 的 地方 ， 住
HUM_cat-hotel_pol-POS_tokenise, 1094	过于 简单 。 性价比 一般 。 浅尝辄止 。	酒店	服务 非常 好 ， 比金茂君悦 和 浦东 香格里拉 的 新楼 都 好
HUM_cat-hotel_pol-POS_tokenise, 1095	每次 出差 到 北京 都 要 订 这家	酒店	的 ， 对 它 很 满意哦 环境 很 好 ， 花园 很大
HUM_cat-hotel_pol-POS_tokenise, 1097	方便 ， 不错 ， 下次 考虑 再次 入住	酒店	环境 不错 ， 房间 的 设施 及其 他 服务 也 很 到位
HUM_cat-hotel_pol-POS_tokenise, 1097	。 问题 有 这样 几个 ， 其一 ，	酒店	前台 接待 效率 太低 ， 入住 接待 仅为 一人 ， 在 比较忙
HUM_cat-hotel_pol-POS_tokenise, 1097	空着 也 只是 傻 看 。 其二 ，	酒店	提供 给 我 的 浴巾 有 很 明显 的 汗味 ， 当然
HUM_cat-hotel_pol-POS_tokenise, 1097	留在 房里 的 两条 有 异味 的 浴巾	酒店	显得 丝 毫不在意 。 其三 ， 所谓 这样 的 高级 酒店 ，
HUM_cat-hotel_pol-POS_tokenise, 1097	毫不在意 。 其三 ， 所谓 这样 的 高级	酒店	， 中餐厅 的 味道 还 算 不错 的 ， 虽然 价格 高些
HUM_cat-hotel_pol-POS_tokenise, 1097	实在 令人 觉得 差距 太 夸张 ， 和	酒店	的 服务 天壤之别 ， 不但 味道 有待 好好 改善 ， 添菜 的
HUM_cat-hotel_pol-POS_tokenise, 1097	不是 看空 盘子 吃饭 了 。 综上所述 ，	酒店	虽然 总体 还是 不错 的 ， 但 有些 方面 还是 应该 注意
HUM_cat-hotel_pol-POS_tokenise, 1097	， 也 不 愿意 再 入住 你们 的	酒店	的 。 个人 觉得 住 市中心 可能 来 的 更 实惠 ，
HUM_cat-hotel_pol-POS_tokenise, 1099	月 14 日 ： 补充 一点 ， 就是	酒店	在 马路边 ， 不 太安静 。 酒店 环境 、 服务 、 房间
HUM_cat-hotel_pol-POS_tokenise, 1100	就是 酒店 在 马路边 ， 不 太安静 。	酒店	环境 、 服务 、 房间 都 非常 不错 ， 酒店 的 地理位置
HUM_cat-hotel_pol-POS_tokenise, 1100	、 服务 、 房间 都 非常 不错 ，	酒店	的 地理位置 非常 好 ， 是 闹市 ， 走 几步 路 就是
HUM_cat-hotel_pol-POS_tokenise, 1101	， 这个 房价 是 绝对 偏贵 的 。	酒店	客人 的 温泉 票 60 元 ， 但 只能 出入 一次 ，
HUM_cat-hotel_pol-POS_tokenise, 1102	室外 的 那个 。 是 苏州 数一数二 的	酒店	， 位置 不错 ， 早上 还有 很多 出租车 等 客人 ， 很
HUM_cat-hotel_pol-POS_tokenise, 1104	美中不足 ， 打车 很 困难 ， 应该 是	酒店	的 位置 不 理想 的 缘故 先定 的 普通 标间 ， 感觉
HUM_cat-hotel_pol-POS_tokenise, 1105	的 楼栋 ， 环境 要 好 很多 ，	酒店	给 人 整体 感觉 很 平庸 ， 没有 啥 特点 。 第一次
HUM_cat-hotel_pol-POS_tokenise, 1106	很 好 ， 不吐 不快 ， 一来 表扬	酒店	， 二来 为 他人 做 一 介绍 。 本次 入住 主要 感觉
HUM_cat-hotel_pol-POS_tokenise, 1109	更佳. 应该 算是 目前 当地 最好 的	酒店	了 。 但 不可 期望值 过高 。 宾馆 反馈 2008 年 4
HUM_cat-hotel_pol-POS_tokenise, 1109	14 日 ： 满足 您 的 需要 是	酒店	不断 努力 的 目标 。 1 、 酒店 环境 不错 ， 地理位置
HUM_cat-hotel_pol-POS_tokenise, 1110	酒店 不断 努力 的 目标 。 1 、	酒店	环境 不错 ， 地理位置 佳 。 到 十全街 、 凤凰 街 挺
HUM_cat-hotel_pol-POS_tokenise, 1111	性价比 高 ， 下次 还 来 住 。	酒店	挺不错 的 ， 地理位置 佳 ， 交通 方便 ， 房间 也 很大
HUM_cat-hotel_pol-POS_tokenise, 1113	比较 干净 ， 卫生间 设施 较 完备 ，	酒店	附近 交通 比较 方便 。 房间 一般 ， 设施 还 可以 ，
HUM_cat-hotel_pol-POS_tokenise, 1118	面积 很大 ， 卫生间 也 很 不错 ，	酒店	位置 很 好 ， 交通 很 方便 ． 酒店 服务 也 很
HUM_cat-hotel_pol-POS_tokenise, 1118	位置 很 好 ， 交通 很 方便 ．	酒店	服务 也 很 好 ， 我 是 带 着 BABY 去 的
HUM_cat-hotel_pol-POS_tokenise, 1118	我 是 带 着 BABY 去 的 ，	酒店	免费 加 了 一张 小孩 床 ， 并 赠送 了 玩具 熊
HUM_cat-hotel_pol-POS_tokenise, 1118	OUT 也 比较 人性化 ！ 非常 好 的	酒店	， 以后 有 机会 还 住 这里 。 房间 还是 不错 的
HUM_cat-hotel_pol-POS_tokenise, 1119	人来 打扫 房间 ， 住 了 很多 家	酒店	只有 这家 是 这样 的 。 后来 问 了 前台 ， 前台
HUM_cat-hotel_pol-POS_tokenise, 1119	感慨 。 总的来说 五一 还是 很 愉快 。	酒店	人不多 ， 下次 可能 还会 选择 。 我 入住 的 是 商务
